file,course,professor,midterm_pct,final_pct,quiz_pct,assignment_pct,team_project_pct,attendance_pct,other_pct
plan_1.html,plan_1.html,,,,,,,,
plan_2.html,plan_2.html,,,,,,,,
plan_3.html,plan_3.html,,,,,,,,
plan_4.html,plan_4.html,,,,,,,,
plan_5.html,plan_5.html,,,,,,,,
